use#v#1161188,उपयोग करना, इस्तेमाल करना
make#v#2566500,किया
nationality#n#13977005,देशभक्ति,जातीय क्षण वा स्वभाव,जातीयता,राष्ट्रीयता,२. जाति
common_amsinckia#n#12837702,
manganese_bronze#n#14971263,
purl#n#4032780,
physiological_property#n#5012434,
employee_ownership#n#13264889,ईएसओपी
mold#n#3785154,
identification_particle#n#14940336,
armiger#n#9828014,
numen#n#10386183,
holy_day_of_obligation#n#15209842,
sponge#v#1395317,स्पंज से धोना,२. समुद्र सोख इकट्ठा करना,३. दूसरे के सिर खाना,तुच्छ काम से जीना
staysail#n#4314905,
fatigue_crack#n#9301338,
radiologist#n#10523799,विकिरण चिकित्सा
marcher#n#10313163,
thalamostriate_vein#n#5390198,
stock_option#n#13262838,
scandalization#n#14603034,
cytotoxicity#n#13604814,
psalm#v#1733940,
cyano_group#n#14851361,
Amhara#n#9725067,
pottery#n#611136,कुम्हार का काम,२. मिट्टी के बर्तन,३. मिट्टी के बर्तन बनाने की जगह या स्थान
associability#n#4695407,
bang_out#v#1732092,
descriptivism#n#6260191,
deserter#n#10026763,भगोडा,सेना मे से भाग जाने वाला,सेना त्यागी
prank#v#43643,संवारना,सजाना
plumpness#n#5008078,
tone#v#290736,स्वर बना कर बोलना,२. स्वर मिलाना
saddle#n#4131081,जीन,काठी
orientalist#n#10403388,
sexual_immorality#n#747673,
compress#v#1390440,दबाना,मीचना,दबोचना,जमाना,छोटा करना,संक्षेप करना
rachitis#n#14378047,
disfranchisement#n#1024766,
Lonchocarpus#n#12565151,
taboo#v#2514626,
Eysenck#n#10984253,
fomentation#n#709421,
equal_protection_of_the_laws#n#5193358,
viewing_audience#n#8239671,
Tubman#n#11370954,
skirl#v#1730639,
non-market_economy#n#8382271,
inertia#n#11489163,आलस्य,काहिली,जडता
cellulosic#n#14828209,
sable_antelope#n#2428533,
future_progressive#n#13829615,
Gond#n#9694006,
pornography#n#748513,
sixth#n#6872975,छठवां भाग
strike#v#637566,मारना,ठोकना,पीटना,घूंसा मारना,दे मारना पटकना,२. अंकित करना,ठप्पा ना,लगाना,छापना,गढना,३. झुकाना,गिरा देना,४. प्रभाव करना,५. बजाना,६. दण्ड देना
smash#v#336733,टुकडे टुकडे करना
finalization#n#212311,
oppressor#n#10399457,जालिम,उत्पाती,उपद्रवी,कठोर,अत्याचारी मनुष्य
patent_system#n#5912472,
subcommittee#n#8342923,
auto_accessory#n#2761758,
taximeter#n#4403470,
lower#v#532569,नीचा करना,मूल्य घटाना,घटाना,उतारना,दबाना,कम होना
whiff#n#131332,फूंक,दम,झकोरा
tag#n#488885,रस्सी के किनारे पर किसी धातु की घुण्डी,२. कोई तुच्छ जोडी हुई वस्तु
Centropomidae#n#2562237,
freeze#v#12606,जमा देना,ठिठुरा देना
orchestration#n#941634,
upset#v#1111498,औंधाना,उलट देना,तले ऊपर करना
crash#v#2181956,टुकडे टुकडे कर देना
underbid#v#2305827,
steward#n#10675033,गुमाश्ता,कारिन्दा,भण्डारी,२. जहाज पर का सेवक
broodmare#n#2380255,
east_by_south#n#13854679,
harmonizer#n#10180005,
straightener#n#4338777,
defat#v#2369490,
grosgrain#n#3467042,
run#v#2104107,चलाना,जारी रखना,दौडाना,२. जोखिम उठाना,जोखिम में डालना,३. गलाना,४. महसूली माल चुराकर ले जाना,५. ढालना
dullness#n#4852122,सुस्ती,२. निरुत्साहता,३. धुंधलापन
promiser#n#10501639,
medicare_check#n#13405191,
food_additive#n#3382691,
Delphinidae#n#2071388,
pack#n#3876658,गठरी,पुलिन्दा,२. बोझ,३. ताश की गड्डी,४. शिकारी कुत्तों का झुण्ड,५. दल
Cynodontia#n#1723137,
emesis_basin#n#3288324,
psittacosaur#n#1707651,
plastic_bomb#n#3964632,
feminist_movement#n#802082,
limb#n#13184701,अंग,जोड,अवयव,डाली,शाखा,२. किनारा
bawdry#n#7139444,
communicativeness#n#4657884,
bevy#n#8008021,चिडियों का झुंड,२. स्त्रियों का दल,महिला समुदाय
monotype#n#3789672,
ridgeling#n#2379715,
protoctist_order#n#1349840,
separation#n#8664696,पृथक करना,वियोग,भिन्नता,पृथकत्व,अलगाव,शोधन,खण्डन,फूट,२. विश्लेषण ,३. त्याग
arity#n#5866558,
woodcutter#n#10809717,
brain#n#5625839,मस्तिष्क,२. समझ,बुद्धि
noise_level#n#5105882,
Thoreau#n#11360987,
word_meaning#n#6615154,
clothe#v#1619938,कपडे पहनना,कपडे देना
Amanita#n#13023193,
scalage#n#1007756,
zoom_in#v#2157683,
wharfage#n#13345210,
slating#n#1107057,
alpinist#n#9805100,पर्वतारोहण
ride#v#2697931,सवारी करना,चढना
pachisi#n#506457,पचीसी
myelatelia#n#14373511,
forest_tent_caterpillar#n#2310333,
gammopathy#n#14092694,
reason#n#9201896,ज्ञान,तर्क शक्ति,२. प्रयोजन,बुद्धि,कारण,बहस,सम्वाद,दलील,३. व्याख्या,आशय,अर्थ,४. न्याय,विचार,५. संयम
corn_dance#n#543102,
nagi#n#11678036,
conservation_of_mass#n#6114451,द्रब्य की अविनाशिता का नियम
potholer#n#10479852,
Utopia#n#5639839,यूटोपिया
kinesiology#n#6092047,
appreciator#n#9821868,
nature#n#5848940,जगत,सृष्टि,स्वभाव,बनावट,प्रकृति,प्रकार,भाव,रूप,रीति,विधि,मायाशक्ति
Newfoundland#n#8844203,न्यूफ़ाउण्डलैण्ड
stillroom#n#4326683,
insert#n#3578433,
fullness#n#14475377,
krill#n#1991342,
foveal_vision#n#5664567,
coil#n#3070236,लच्छा,गिडुली,वेष्ठन
dance_music#n#7074737,
obeah#n#6235798,
parlormaid#n#10420525,
kalmia#n#12258003,
carry_over#v#2083577,
fewness#n#5130363,
mocha#n#7937229,
fox#v#511315,लोमड़ी
interbank_loan#n#13396060,
myeloblastic_leukemia#n#14268473,
order#v#747485,प्रबन्ध करना,क्रम से रखना,२. आज्ञा देना,३. नियुक्त करना
cardinalship#n#590985,
akaryocyte#n#5457114,
high_horse#n#6205290,
stamp#v#479419,पांव से पीटना,२. अंकित करना
marcel#n#5267474,
blaster#n#9878963,
study#n#4352106,विद्याभ्यास,पुस्तकाध्ययन,२. चिंतन,विचार,३. पाठागार,पढने की कोठरी
webcam#n#4576349,
drinking_song#n#7064867,
chunnel#n#3031618,
vice_crime#n#783895,
tumble#v#1475650,उलट पलट करना,ओंधाना,गिराना,फेंकना,ढलकाना,ठोकर खाना
unbalance#v#2679419,
goldmine#n#3450053,
gibbet#v#2491349,
lie_detector#n#3667778,पॉलीग्राफ
interior_decoration#n#609469,
bangalore_torpedo#n#2790292,
bring_down#v#1834249,
proctitis#n#14377662,
Besseya#n#12898779,
life_tenant#n#10280908,
Shikoku#n#8941386,शिकोकू
wheeler#n#10795204,
motivation#n#14602016,अभिप्रेरण
crenel#n#3134991,
canton#v#2475019,परगनों में विभाजित करना
watercolor#n#4566090,
baptize#v#1030088,बप्तिस्मा देना,२. नाम रखना
double-breasted_suit#n#3231241,
keep_tabs_on#v#2461283,
set#v#1533061,बैठाना,रखना,धरना,२. गाडना लगाना,स्थापित करना,रोपना,बोना २. पहले से नियतकरना,३. देना,लगाना,४. ठीक करना,५. प्रकाश करना,दिखलाना,६. नियम करना,७.घबडाना,८.मूल्य समझना,९.जडना
alkalize#v#265980,
Pulicidae#n#2189051,
prophecy#n#6762868,भविष्यत्कथन,भविश्यवाक्य,आगम
council_tax#n#13333776,
senility#n#4934969,बुढापा,वृद्धावस्था,२. बुढापे के कारण दुर्बलता
death_seat#n#3171819,
protest#v#1013569,वचन देना,इकरार करना,दृढ वाक्य कहना,२. बयान करना,३. विरुद्ध कहना,विरोध करना
dude_ranch#n#8577832,
market_order#n#6541987,ऑर्डर (विनिमय)
confession#n#6739882,स्वीकृति,स्वीकार,अंगीकार
Chara#n#1415566,
civies#n#3040326,
localism#n#7171083,
Porifera#n#1909193,स्पंज
shroud#v#2755643,मुर्दे पर कपडा डालना,छिपाना
sargassum_fish#n#2552007,
stationary_stochastic_process#n#13582401,
cancel_out#v#472127,
tabulate#v#142787,नकशा या सूची पत्र बनाना
astrakhan#n#14788619,आस्त्राख़ान
shift_key#n#4200420,
throbbing#n#7411422,
accessory_during_the_fact#n#9779807,
obscurantist#n#10389116,
bass_drum#n#2806832,
philistine#n#10442776,
freeload#v#2275493,
awayness#n#13984559,
infantilism#n#14531389,
urbanity#n#4823533,
broom_sedge#n#12129130,
sea_room#n#13801039,
vantage#n#8694813,श्रेष्ठता,लाभ,सुभीता
gauge#n#5137293,माप,पैमाना,प्रमापक,२. अनुमान
discontent#v#1820950,
pitch#v#1405291,धूना लगाना,काला करना,२. फेंकना,३. गाडना
patrol#n#826469,चौकीदार लोग,पहरेदार,२. फौज के आस पास रात को गश्त लगाना
driving#n#299323,मोटरगाड़ी चालन
cereal#n#7718541,अन्न,अनाज का पौधा
tenor#n#10721432,क्रम,चाल,अभिप्राय,तात्पर्य,भावार्थ,ढब,आशय,२. गाने का सुर,३. ऊंचे सुर से गाने वाला
Mandaean#n#7001468,
metamorphopsia#n#14578287,
precondition#v#408253,
geyser#v#2076322,
sequestration#n#13575789,छेद,रोक,धन का अलग करना,समाज से अलग करना
session#n#1234656,सभा इत्यादि की बैठक,कचहरी का लगना,अधिवेशन,२. सभा काल,अधिवेशन काल वक्त इजलास
scenic_railway#n#4152387,
Carioca#n#9714415,
go#v#1195525,जाना,चलना,चाल बढाना,आगे बढना,प्रचलित करना
cut#v#1670612,चीरना,विभाग करना,काटना,खोदना,२. चोट पहुंचाना,घत करना,काटना,३. छोटा करना,४. छोडना,त्यागना
spearhead#n#4278481,
stooge#v#1724350,
chronicle#v#1003181,इतिहास में लिखना
channel#v#1937871,
Irish#n#7923401,
voting_age#n#15177634,
vitrectomy#n#681911,
close#v#2380710,बन्द करना,ढकना,घेरना,२. समाप्त करना
tillage#n#919990,जोत,जुताई,खेती,कृषिकर्म
Zoroastrian#a#2938021,
hippie#n#10196106,हिप्पी
think_of#v#691692,
reline#v#1273628,
parts_department#n#8135824,
keel_over#v#1980716,
backstop#n#2774552,
sports_page#n#6268486,
hyperthyroidism#n#14144249,हाइपरथाइरॉयडिज़्म
garbology#n#6157221,
work#n#576778,परिश्रम,कोशिश,प्रयत्न,२. काम,जो करना हो,कार्य,कर्म,३. रचना,ग्रंथ,४. संपादन,कृति,क्रिया,फल,५. काम,वेल बूटा,६. उद्यम,व्यवसाय
fixed_intonation#n#1257712,
retrograde#v#1999129,
retentiveness#n#4949349,
consummation#n#62612,संपूर्णता,पूर्ति,अन्त,समाप्ति,नाश,जीवन का अंत
cantilever#v#1659776,
field_hospital#n#3338294,
bed_and_breakfast#n#2823220,
oxygen_mask#n#3874541,
harry#v#389754,लूटना,सताना
break_through#v#540850,
recast#v#1714793,फिर ढालना,फिर फेंकना,२. दोबारा गिनना
hurdle#v#1971212,बाधा डालना,टट्टी लगाना,बन्द करना
board_up#v#1237788,
slump#v#433792,इकट्ठा करना,२. चहबच्चा आदि में एकाएक गिर पडना
coonskin_cap#n#3108214,
reel#v#1525893,फेंटी बनाना,घिरनी या चरखी पर भूत चढाना,२. लडखडाना,डगमगाना,३. घूमना,चकराना,घूम घूम कर नाचना
hot_stuff#n#4816217,
series#n#6606007,पंडित,श्रेणी क्रम,तरतीब,माला,२. श्रेणी
Manila_Bay#n#1288674,
chuck_wagon#n#3031188,
white_supremacist#n#10799286,
alienation#n#36612,�िक्री,बेची,हस्तान्तरित करण,२. स्नेहनिवृत्ति,मन फिराव,विराग,विरक्ति
toe_the_line#v#2548403,
warren#n#9497895,खरगोशों या खरहों के पालने का बाडा
wind_farm#n#4594047,
excuse#n#6638953,क्षमा योग्य,क्षम्य
schooling#n#897681,पाठशाला की शिक्षा,पढाई,२. शिक्षा का शुल्क
machine#v#1627004,
come_to_mind#v#610906,
air_terminal#n#2696105,
electioneer#v#2419603,राजनैतिक चुनावों में अगुवाना
postmaster_general#n#10479330,
dental_school#n#8298884,
amended_return#n#6560982,
celiocentesis#n#945779,
clomipramine#n#3052307,
glass_lizard#n#1693107,
sneak_thief#n#10635720,
propound#v#877863,
peonage#n#14021671,
Oedogoniaceae#n#1414368,
Soma#n#9552205,सोम
indicator#n#3573297,
Duse#n#10966473,
rustication#n#209543,
frogmouth#n#1839713,
frame#v#708633,बनाना,गढना,२. उपाय करना
pressure#n#5202630,दाब,दबाव,कसाव,२. रंज,दुख,३. प्रभाव,४. आवश्यकता,प्रयोजन
sensationalism#n#7102245,
rope_in#v#770675,
anil#n#14779039,
positivity#n#13879054,
partiality#n#6210871,
on-license#n#6563217,
sirloin_tip#n#7675305,
fender#n#3333021,
shift#n#332481,तबदीली,परिवर्तन,२. उपाय,पनाह,शरण,अंतिम साधन या उपाय,३. फरेब,४. जनानी कुटी,कमीज
imaret#n#3566753,
shmooze#v#1041034,
lats#n#13723415,लात्वियाई लात्स
rationalization#n#5802411,
charcuterie#n#3011781,
nit#n#13662502,छोटे कीडों का अंडा,जूं का अंडा,लीख
Dominique#n#1796206,
nerve_growth_factor#n#14758666,
ipratropium_bromide#n#3589280,
alterability#n#4748770,
orthogonality#n#5079247,
rag_doll#n#4053265,
reprehend#v#827862,
nonaggression#n#6674668,
skysail#n#4240136,
bear#v#2306786,ले जाना,ले चलना,२. सहना,३. जनना,उत्पन्न करना,फल देना
condition#n#13943868,दशा,पदवी,अवस्था,स्थिति,२. नियम,होड,शर्त
die#v#1788772,मरना,दम निकलना,समाप्त होना,मुरझाना
intrude#v#749763,हस्तक्षेप करना,दखल देना,तोडना,घुसेडना,२. घुस जाना,बे बुलाये जाना,आप से आप घुस जाना
orbitale#n#5241923,
diastema#n#5290151,
freight_liner#n#3399108,
call#v#756201,बुलाना,पुकारना,निमंत्रित करना,चिल्लाना,२. सीटीना,३. थोडी देर के लिए भेंटना
forecourt#n#3387138,
convert#v#114645,धर्मपरिवर्तन करना,पलटना,बदलना,अपनाना,मत या धर्म पलटना
Labourite#n#10262025,लेबर पार्टी
adjusted#a#352624,
thallium#n#14681997,थैलियम
intensification#n#375032,
give#v#1178107,देना,दान करना,२. बताना,३. सौंपना,दे डालना,४. विचारफल देना,५. अनुज्ञा या आज्ञा देना,६. उपजाना,पैदा करना
start#v#1868216,आरम्भ करना,२. स्थान से हटाना,दौडाना,भगाना,जारी करना,चौंकाना
plains_lemon_monarda#n#12879913,
tithe#v#2257350,दसवां भाग लगाना
pother#v#1824015,
amphoric#a#2629085,
bulldog#v#1111226,
rock_purslane#n#11879172,
standing#n#349906,स्थायित्व,अस्तित्व,ठहराव,२. पद,प्रतिष्ठा,पदवीबल,३. खडा होने का बल,ठहरने का बल
tread#v#1430540,ऊपर चलना,पग रखना,कुचलना
conserve#v#2273988,सुरक्षित रखना,बनाए रखना,रक्षा करना,२. अचार डालना,मुरब्बा बनाना,ना
sweetness#n#5001591,
progress_report#n#7234583,
import_credit#n#13400437,
expedition#n#310473,शीघ्रता,फुर्ती,२. जलयात्रा,३. धावा,आक्रमण,४. भेजी हुई सेना
playing#n#41926,
fund#v#2223417,माल
polarize#v#488118,
Hawaiian#n#6951270,
mentum#n#11711206,
benight#v#1383148,
Permic#n#6969636,
pair_production#n#13552638,
pottery#n#3999246,कुम्हार का काम,२. मिट्टी के बर्तन,३. मिट्टी के बर्तन बनाने की जगह या स्थान
bedder#n#13104221,
tabulation#n#653902,सारणी
strip_alert#n#14055775,
relative_quantity#n#13598185,
chelation#n#13467004,
pygmy_sperm_whale#n#2070256,
white_perch#n#2569120,
bid#v#761702,बोली बोलना,मोल ठहराना,२. आज्ञा देना,आदेश देना,३. नेवता देना
dry-bulb_thermometer#n#3255803,
reactance#n#11524731,
tax_shelter#n#13334755,
air_cushion#n#2690541,
northeaster#n#11483350,
Seneca#n#9687763,
ethmoid_sinus#n#5260629,
dash#n#557020,टक्कर,ठोकर,धावा,आघात,संघर्ष,२. एक विशेष चिह्न,३. फुर्ती,चालाकी,साहस
decant#v#2074224,
moralism#n#877740,
dress#v#45370,कपडा पहनाना,सजाना,सवारना,२. घाव पर पट्टी बांधना
tug#v#1455867,खींचना,घसीटना
throw#v#1530542,फेंकना,पासा फेंकना,उछालना,२. उलटना,नाश करना,३. गढना
airsickness#n#14227087,
hack#n#2384856,छेद,घाव,काट,२. जिह्वा की खडखडाहट,२. किराये का टट्टू
terrestrial_time#n#15181706,
cowslip#n#12111894,
weakness#n#7513853,निर्बलता,अशक्ति,कमजोरी,दुर्बलता
espresso_shop#n#3302573,
derision#n#1227006,ठट्ठा,ठठोली,उपहास,२. जिस पर हंसी हो
carbolic_acid#n#14820243,फिनोल
cut#v#2138697,चीरना,विभाग करना,काटना,खोदना,२. चोट पहुंचाना,घत करना,काटना,३. छोटा करना,४. छोडना,त्यागना
zizz#n#860420,
cost#v#2635042,दाम लगाना,दाम बैठना
autograph#n#6416550,हस्ताक्षर,स्वहस्त-लेख
cocktail_dress#n#3066018,
skull_session#n#7162441,
xi#n#6848575,
break#v#2484058,तोडना,टुकडे टुकडे करना,२. बल तोडना,जोर घटाना,कम करना,नाश करना,३. भण्डा फोडना,प्रकट करना,४. तोडना,फोडना,५. भंग करना,लंघन करना,६. पालना,७.टूटना,फटना,खिल जाना,८.टकराना,थपेड खाना,९.पौ फटना,तडका होना,अरुणोदय होना
nod#v#16695,सर झुकाना,सिर हिलाना,२. ऊंघना
union_card#n#6489768,
pointsman#n#10467896,
sectionalism#n#6212164,
chorale_prelude#n#7054439,
stopover#n#8674731,
pardon#v#907352,छोड देना,क्षमा करना,मुआफ करना
finger_spelling#n#6888933,
dissolve#v#448905,गलाना,पिघलाना,घोलना,विलीन करना,२. अलग अलग करना,तोडना,भंग करना,३. विसर्जन करना
maximization#n#872464,
accession#n#237448,वृद्धि,बढती,पहुंच,२. आरोहण,प्राप्त,अभिषेक,राजतिलक
foot#v#2292054,चलना,टहलना
imperativeness#n#5179658,
interpolate#v#201771,
bimetallist#n#9874219,
kapok#n#12210927,सेमर
acquirer#n#8436311,
heulandite#n#15131929,
reductionism#n#5790445,
while#n#15271164,काल,समय
sebum#n#5424323,
toaster#n#4449446,
unbraid#v#1522490,
threshold_level#n#5107418,
cork#n#3113504,एक वृक्ष,उसकी छाल,२. काग,डाट
hyperlink#n#6598848,
neuroblast#n#5456077,
push#v#2250337,ढकेलना,ठेलना,दबाना,टक्कर करना,गाडना,२. तंग करना,ताकीद करना
drop_out#v#2388080,
huddle#v#2067916,जळी में मिला देना,जळी करना,भीड करना
antilogarithm#n#6825652,लघुगणक
stem#v#2718940,
clang#v#2178559,झनझनाना,ठनठनाना
equestrian#a#2732078,अश्वीय,घोडों का,घुडसवारी का
artificial_horizon#n#2748616,
travel_bargain#n#13275004,
container_ship#n#3100350,
bootleg#n#2877884,
woodsia#n#13222867,
bank_withdrawal#n#397021,
ideality#n#4862755,
corncrib#n#3113904,
Bletilla#n#12067089,
sledding#n#448058,
metric_function#n#13807118,
circumvention#n#742983,
comicality#n#5217985,
guessing_game#n#460594,
hydriodic_acid#n#14637150,
Larrea#n#12743644,
input_program#n#6587268,
bylaw#n#6549942,
Lilo#n#3674129,
bioremediation#n#1137484,जैवोपचारण
train_fare#n#13329772,
disingenuousness#n#4883569,
beat#v#1401573,मारना,कूटना,छांटना,फेंटना,२. हराना,पराजित करना
Yuan#n#8177045,
treaty_port#n#8657526,
action_potential#n#7322926,ऐक्शन पोटेंशिअल
tooth_powder#n#4460828,
algin#n#14924605,
spell#v#1066582,हिज्जे करना,अक्षर विन्यास करना,२. बारी से काम करनांआ
muster_roll#n#6508615,
quarterly#r#438873,त्रैमासिक की रीति से
rope_up#v#1291933,
hallelujah#n#6706400,
look_forward#v#722421,
capo#n#9911862,
heptane#n#14930807,हेप्टेन
dollarfish#n#2636052,
dribbler#n#10053388,
merozoite#n#1425091,
high_season#n#15263367,
guided_missile_cruiser#n#3471425,
slugger#n#9890501,
Cheremis#n#9725792,
white_noise#n#7446452,
beaver_rat#n#2337883,
beef_neck#n#7677231,
knell#n#7400794,शोक सूचक घंटे की ध्वनि
Istiophoridae#n#2632682,
antidiuretic#n#2722361,
bill_of_review#n#1199969,
turnstile#n#4508665,पगडंडी से निकलने की घूमने वाली खिडकी
Ornithischia#n#1702717,
skidder#n#4236069,
senior#n#10598514,उच्चतर,ज्येष्ठतर,ज्येष्ठता,अवस्था या पद में बडा
spark_advance#n#5058239,
sheepskin_coat#n#4195013,
relaxation#n#875476,शिथिलता,ढिलाई,विश्राम
coin_slot#n#3070610,
Sorbian#n#6958106,
blaspheme#v#816120,ईश्वरनिन्दा करना,ईश्वर या किसी पवित्र वस्तु की निन्दा करना
soft_roll#n#7707608,
nihil_obstat#n#6700804,
television_room#n#4413374,
ecology#n#6080479,पारिस्थितिकी
chantey#n#7064082,
proconvertin#n#15096070,
confidence#n#14507328,विश्वास,भरोसा,ढृडज्ञान,२. निश्चय,असंशय,३. आत्मविश्वास,साहस
odist#n#10390580,
determine#v#922307,संकल्प करना,ठानना,स्थिर करना,पक्का करना,फैसला करना निश्चय करना,निर्धारित करना,निर्णय करना,२. सीमा बध्द करना,समाप्त करना
snootiness#n#5222119,
hoary_pea#n#12593051,
nail_down#v#2530563,
superstition#n#5961545,अति भक्ति,अति विश्वास,२. झूठा विश्वास,मिथ्या धर्म,झूठा मत,बहम,अन्ध विश्वास,कुसंस्कार,३. मिथ्या भय
angelology#n#6192473,देवदूत
dune_buggy#n#3261491,
Crassulaceae#n#12805870,
calomel#n#14975076,
unchain#v#1291157,
satsuma#n#7764252,
Adventism#n#6237065,
abhenry#n#13660626,
placard#v#1594756,विज्ञापन देना,इश्तिहार लगाना
emplace#v#1499269,
adjacency#n#5093198,
abduction#n#776957,किसी को फुसला या धमका कर भगा ले जाना,धोका देकर निकाल,ले जाना,बलात्कार हरण,अपहरण
Sullivan#n#11344207,
three-seeded_mercury#n#12943218,
glyceraldehyde#n#14908971,
genus_Australopithecus#n#2478452,
chicane#n#7974070,
heft#n#5035003,
lapse#n#15296403,ढाल,गिराव,फिसलाव,चूक,गलती
brainstorm#v#631885,
sign#n#6889194,
end#n#8584236,सिरा,छोर,अंत,२. मृत्यु,मरा,३. आश्रय,फल,मनोरथ
musical_soiree#n#8272294,
emplace#v#1499482,
finance#v#2222646,पूंजी देना,रुपये पैसे का प्रबन्ध करना
seducer#n#10594533,
patrol#n#8346040,चौकीदार लोग,पहरेदार,२. फौज के आस पास रात को गश्त लगाना
praetorium#n#4004233,
skunk_cabbage#n#11809535,
admass#n#8197402,
annular_eclipse#n#7383699,सूर्यग्रहण
interlobular#a#2959535,
Carthaginian#n#9716466,कार्थेज
hypophysectomy#n#678281,
greenbelt#n#8597539,
fire_sale#n#1121437,
guadalupe_fur_seal#n#2080036,
stripe#v#1275827,धारी बनाना,धारी या लकीर डालना
fold#n#407433,तह,२. बाडा,३. सम्रदाय,४. झोल
sublimity#n#4878084,उदात्त
moon#n#9381123,चंद्र,चन्द्रमा,शशि
ratel#n#2450949,बिज्जू
ampleness#n#5111556,
dickeybird#n#1506617,
sneak#v#2603446,सरक जाना,चुपके से चले जाना,२. गिडगिडाना,पांव पर गिरना
stale#v#72650,लघुशंका करना,पेशाब करना
wounded#n#7967372,
free_phagocyte#n#5458841,
pulp_cavity#n#5290825,
balanced_diet#n#7577413,
digest#v#592319,पचाना,पचना,२. सुधारना,संग्रह करना,क्रमानुसार रखना,श्रेणीबद्ध करना
Aristolochiales#n#11821268,
mail_order#n#6542694,
dandle#v#1214145,
sugarcoat#v#1035814,
schematization#n#193306,
bacchant#n#9849044,
quadrant#n#8645129,वृत्त का चतुर्य भग,पाद,२. चतुर्य भाग,३. ऊंचायी नापने का यन्त्र
parasitic_jaeger#n#2047171,
nomination#n#13949568,नामकरण,नियोजन,नामजदगी,प्रतिष्ठापन
strange_quark#n#9471066,विचित्र क्वार्क
Euglenaceae#n#1409067,
impedimenta#n#3568538,
thrombectomy#n#689351,
moviemaking#n#926528,फ़िल्म-निर्माण
clannishness#n#4896532,
felt#v#566669,
bogey#v#1601842,
Pulsatilla#n#11757785,पल्सेटिला निग्रिकेस
inland_bill#n#13399072,
Ranidae#n#1643024,
inclusion#n#13959337,
public_easement#n#5186554,
Scleroderma#n#12989642,
jury_system#n#5912332,
milk_punch#n#7946445,
antipyresis#n#665528,
ground_rent#n#13316995,
misplace#v#1504432,गलत जगह पर रखना,कुठौर रखना
planning#n#930186,
lanceolate_spleenwort#n#13203835,
medial_condyle#n#5480190,
staccato#a#2301588,
judgment#n#875745,विचारणा,निर्णय,निर्धारणा,२. अनुमति,राय,मत,३. निर्णय,विचारफल,दंडाज्ञा,४. ईश्वरीयदंड
error_correction_code#n#6368831,
pull#v#2061261,खींचना,घसीटना,तोडना,फाडना
subjectivist#n#10688448,
Ozothamnus#n#12019924,
peach_blight#n#14241883,
land#v#1985050,तट या तीर पर उतरना
Cortes#n#10931995,
clock_radio#n#3050906,
amphibrach#n#7110182,
windmill_grass#n#12135287,
cry#n#7397172,चिल्लाहट,पुकार,याचना,२. रोना,रोवाई
cutter#n#3158982,
fox#n#14789089,लोमडी
unbox#v#1488019,
enjambment#n#7099402,
auditor#n#9842555,लेखा परीक्षक,लेखा की जांच करने वाला,२. श्रोता,सुनने वाला
study_hall#n#4352279,
carom#n#501460,
weka#n#2018011,
identification#n#14600591,
stylus#n#4353589,
makeweight#n#3720260,
candy_thermometer#n#2952378,
blasting_cap#n#2853298,
meal#n#7583272,भोजन,२. मोटा आटा
scrub_nurse#n#10584625,
evolutionist#n#10087674,क्रम-विकास
sale#n#1119862,बेचना,बिक्री,विक्रय,२. बाजार,३. मांग,४. नीलाम
lobster_tart#n#7639848,
steakhouse#n#4315016,
amarelle#n#7774101,
dither#v#1824127,
exit#n#59339,गमन,बिदा,२. बाहर जाने का रास्ता,निर्गम
film_clip#n#6633830,
bottom_fermenting_yeast#n#14808990,मद्यकरण
jump_ball#n#242112,
boldface#v#1752724,
freeze#v#446666,जमा देना,ठिठुरा देना
spritsail#n#4296714,
gainer#n#10137396,
teratology#n#6088989,
job_application#n#6524848,
even_spacing#n#4777227,
Catharanthus#n#11792623,सदाफूली
handcraft#v#1662901,
muralist#n#10358211,भित्तिचित्र कला
recapitulation#n#6481048,
gleam#v#424528,किरण डालना,चमकना,जगमगाना
voucher#n#6688436,गवाही देने वाला,दस्तावेज,सनद,रसीद,प्रमाण लेख
cystitis#n#14212184,मूत्र मार्ग संक्रमण
brainwash#v#607066,
line_spectrum#n#11495876,
firmness#n#4945287,मजबूती,दृढता,स्थिरता,धैर्य
deaf_person#n#10016019,बधिरता
second-rater#n#10588623,
Curtisia#n#12969609,
temper#n#5028701,स्वभाव,बान,आदतों की मिलावट,प्रवृति,मिजाज,रोष
deforestation#n#14542699,वननाशन,वन रहित करना
mazurka#n#539089,
demerara#n#14853640,
Barrymore#n#10855046,
founder#n#10127547,संस्थापक,प्रवर्तक,निर्माता
cradle#v#2545959,पलने या हिंडोले में लिटाना,पालन पोषण करना,हिंडोले में झुलना
nurse_shark#n#1489479,
thalassemia#n#14219197,थैलीसीमिया
Nan#n#9387851,
dibasic_salt#n#14635457,
hedge_sparrow#n#1529988,
picket#n#424566,खूंटा,२. नाक की चौकी,३. सेना के आगे रखे हुए सैनिक
Bucerotidae#n#1831784,धनेश
air_transportation_system#n#2696568,
cormous_plant#n#13155603,
pallasite#n#9406999,
pinwheel#n#3950617,
mouthbreeder#n#2516436,
ametria#n#14176406,
speculum#n#4280552,
flower_girl#n#10117611,
previous_question#n#7178454,
nominalist#n#10379687,
adduct#n#14608196,
rough-dry#v#219314,
call#v#2493550,बुलाना,पुकारना,निमंत्रित करना,चिल्लाना,२. सीटीना,३. थोडी देर के लिए भेंटना
contented#a#591490,संतृष्ट,तृप्त
